red fighter,red fighter initial elo,blue fighter,blue fighter initial elo,date,winner,win_type,red fighter new elo,blue fighter new elo,favorite
Jimmie Rivera,2665,Aljamain Sterling,3028,2019-02-17,Blue,unanimous,2766,3129,Red
Renan Barao,2947,Luke Sanders,1709,2019-02-17,Blue,knockout,3046,1812,Blue
Scott Holtzman,1801,Nik Lentz,3171,2019-02-17,Blue,unanimous,1902,3272,Red
Ashlee Evans-Smith,1608,Andrea Lee,1263,2019-02-17,Blue,unanimous,1708,1629,Blue
Benito Lopez,1355,Manny Bermudez,1708,2019-02-17,Blue,submission,1393,1851,Blue
Alexandra Albu,1441,Emily Whitmire,1209,2019-02-17,Blue,unknown,1383,1469,Even
Andre Fili,2083,Myles Jury,2745,2019-02-17,Red,unanimous,2185,2845,Blue
Vicente Luque,2150,Bryan Barberena,2560,2019-02-17,Red,knockout,2253,2659,Red
Alex Caceres,2497,Kron Gracie,1000,2019-02-17,Blue,submission,2596,1643,Blue
Cortney Casey,2115,Cynthia Calvillo,1871,2019-02-17,Blue,unanimous,2215,1973,Blue
James Vick,2774,Paul Felder,2833,2019-02-17,Blue,unanimous,2875,2934,Red
Francis Ngannou,2474,Cain Velasquez,2344,2019-02-17,Red,knockout,2576,2444,Blue
Wuliji Buren,1124,Jonathan Martinez,1082,2019-02-09,Blue,unanimous,1112,1352,Blue
Callan Potter,1000,Jalin Turner,1100,2019-02-09,Blue,knockout,906,1396,Blue
Teruto Ishihara,1963,Kyung Ho Kang,1818,2019-02-09,Blue,submission,2063,1920,Blue
Kai Kara-France,1211,Raulian Paiva,1000,2019-02-09,Red,split,1381,1032,Red
Shane Young,1632,Austin Arnett,1148,2019-02-09,Red,unanimous,1745,1237,Red
Devonte Smith,1306,Dong Hyun Ma,1815,2019-02-09,Red,knockout,1921,1914,Red
Jimmy Crute,1575,Sam Alvey,3301,2019-02-09,Red,knockout,2218,3400,Red
Montana De La Rosa,1744,Nadia Kassem,1350,2019-02-09,Red,submission,1879,1400,Red
Rani Yahya,2448,Ricky Simon,1570,2019-02-09,Blue,unanimous,2548,1871,Red
Lando Vannata,1613,Marcos Mariano,1000,2019-02-09,Red,submission,1714,1086,Red
Israel Adesanya,2553,Anderson Silva,2674,2019-02-09,Red,unanimous,2655,2774,Red
Mara Romero Borella,1352,Taila Santos,1000,2019-02-02,Red,split,1476,1066,Blue
Magomed Bibulatov,1466,Rogerio Bontorin,1000,2019-02-02,Blue,split,1379,1383,Red
Ricardo Ramos,1931,Said Nurmagomedov,1401,2019-02-02,Blue,knockout,1687,2019,Red
Geraldo de Freitas,1000,Felipe Colares,1000,2019-02-02,Red,unanimous,1252,950,Red
Junior Albini,1580,Jairzinho Rozenstruik,1000,2019-02-02,Blue,knockout,1332,1624,Red
Thiago Alves,2306,Max Griffin,1880,2019-02-02,Red,split,2407,1981,Blue
Charles Oliveira,3286,David Teymur,1998,2019-02-02,Red,submission,3387,2099,Red
Markus Perez,1288,Anthony Hernandez,1000,2019-02-02,Red,submission,1447,1014,Blue
Johnny Walker,1623,Justin Ledet,1525,2019-02-02,Red,knockout,1920,1625,Red
Raphael Assuncao,2741,Marlon Moraes,2409,2019-02-02,Blue,submission,2840,2512,Blue
Demian Maia,3265,Lyman Good,2116,2019-02-02,Red,submission,3366,2217,Red
Jose Aldo,2862,Renato Moicano,2279,2019-02-02,Red,knockout,2963,2380,Even
Livinha Souza,1517,Sarah Frota,1000,2019-02-02,Red,split,1633,1086,Red
Alexander Hernandez,2034,Donald Cerrone,4688,2019-01-19,Blue,knockout,2135,4789,Red
Belal Muhammad,2067,Geoff Neal,1839,2019-01-19,Blue,unanimous,2167,2098,Blue
Dennis Bermudez,2696,Te Edwards,830,2019-01-19,Red,unanimous,2797,931,Blue
Cory Sandhagen,2015,Mario Bautista,1000,2019-01-19,Red,submission,2117,1099,Red
Alonzo Menifield,1000,Vinicius Moreira,1000,2019-01-19,Red,knockout,1372,830,Red
Joanne Calderwood,1889,Ariane Lipski,1000,2019-01-19,Red,unanimous,1990,1099,Blue
Kyle Stewart,1000,Chance Rencountre,1100,2019-01-19,Blue,submission,906,1396,Red
Glover Teixeira,3359,Karl Roberson,1788,2019-01-19,Red,submission,3460,1889,Even
Joseph Benavidez,2802,Dustin Ortiz,2668,2019-01-19,Red,unanimous,2903,2769,Red
Gregor Gillespie,2150,Yancy Medeiros,2499,2019-01-19,Red,knockout,2253,2598,Red
Greg Hardy,1000,Allen Crowder,998,2019-01-19,Blue,dq,957,1243,Red
Henry Cejudo,2642,TJ Dillashaw,2796,2019-01-19,Red,knockout,2744,2896,Blue
Paige VanZant,1839,Rachael Ostovich,1202,2019-01-19,Red,submission,1940,1294,Red
Douglas Silva de Andrade,1791,Petr Yan,1747,2018-12-29,Blue,knockout,1891,2052,Blue
Brian Kelleher,2266,Montel Jackson,1080,2018-12-29,Blue,submission,2365,1722,Blue
Curtis Millender,1950,Siyar Bahadurzada,2090,2018-12-29,Red,unanimous,2190,2190,Red
Uriah Hall,2542,Bevon Lewis,1000,2018-12-29,Red,knockout,2643,1101,Blue
Nathaniel Wood,1641,Andre Ewell,1402,2018-12-29,Red,submission,1851,1394,Red
BJ Penn,1781,Ryan Hall,1650,2018-12-29,Blue,submission,1881,1997,Blue
Cat Zingano,2053,Megan Anderson,1101,2018-12-29,Blue,knockout,2152,1742,Red
Chad Mendes,2598,Alexander Volkanovski,2172,2018-12-29,Blue,knockout,2697,2275,Red
Ilir Latifi,2041,Corey Anderson,2555,2018-12-29,Blue,unanimous,2142,2656,Red
Carlos Condit,2877,Michael Chiesa,2277,2018-12-29,Blue,submission,2976,2380,Blue
Cris Cyborg,2015,Amanda Nunes,2182,2018-12-29,Blue,unknown,2116,2283,Red
Jon Jones,2849,Alexander Gustafsson,2663,2018-12-29,Red,knockout,2950,2764,Red
Chris de la Rocha,1085,Juan Adams,1000,2018-12-15,Blue,knockout,962,1437,Blue
Adam Milstead,1449,Mike Rodriguez,1091,2018-12-15,Blue,knockout,1229,1673,Even
Dan Ige,1267,Jordan Griffin,1000,2018-12-15,Red,unanimous,1404,1048,Red
Trevor Smith,2210,Zak Cummings,2248,2018-12-15,Blue,unanimous,2311,2349,Blue
Gerald Meerschaert,2182,Jack Hermansson,2136,2018-12-15,Blue,submission,2282,2238,Blue
Jared Gordon,1844,Joaquim Silva,1929,2018-12-15,Blue,knockout,1807,2031,Red
Bobby Green,2639,Drakkar Klose,1618,2018-12-15,Blue,unanimous,2739,1919,Blue
Jim Miller,3942,Charles Oliveira,3183,2018-12-15,Blue,submission,4041,3286,Blue
Rob Font,2304,Sergio Pettis,2394,2018-12-15,Red,unanimous,2406,2494,Red
Edson Barboza,3266,Dan Hooker,2371,2018-12-15,Red,knockout,3367,2472,Blue
Kevin Lee,2644,Al Iaquinta,2289,2018-12-15,Blue,unanimous,2744,2391,Red
Zak Ottow,1886,Dwight Grant,1000,2018-12-15,Red,split,1987,1099,Blue
Olivier Aubin-Mercier,2313,Gilbert Burns,2167,2018-12-08,Blue,unanimous,2413,2269,Red
Diego Ferreira,2300,Kyle Nelson,1000,2018-12-08,Red,knockout,2401,1101,Red
Chad Laprise,2339,Dhiego Lima,1436,2018-12-08,Blue,knockout,2438,1539,Red
Brad Katona,1252,Matthew Lopez,2110,2018-12-08,Red,unanimous,1652,2210,Red
Elias Theodorou,2279,Eryk Anders,2052,2018-12-08,Red,split,2380,2153,Red
Katlyn Chookagian,1726,Jessica Eye,2030,2018-12-08,Blue,split,1827,2131,Red
Devin Clark,1679,Aleksandar Rakic,1717,2018-12-08,Blue,knockout,1779,1979,Blue
Claudia Gadelha,1853,Nina Ansaroff,1558,2018-12-08,Blue,unanimous,1953,1660,Red
Jimi Manuwa,2682,Thiago Santos,2889,2018-12-08,Blue,knockout,2783,2990,Blue
Hakeem Dawodu,1182,Kyle Bochniak,1666,2018-12-08,Red,split,1472,1766,Red
Alex Oliveira,3019,Gunnar Nelson,2687,2018-12-08,Blue,submission,3118,2790,Blue
Valentina Shevchenko,2325,Joanna Jedrzejczyk,2549,2018-12-08,Red,unanimous,2427,2649,Red
Max Holloway,3111,Brian Ortega,3019,2018-12-08,Red,knockout,3213,3119,Even
Alex Gorgees,1000,Damir Ismagulov,1000,2018-12-01,Blue,unanimous,950,1252,Blue
Mizuto Hirota,1529,Christos Giagos,1462,2018-12-01,Blue,unanimous,1629,1564,Blue
Elias Garcia,905,Kai Kara-France,1000,2018-12-01,Blue,unanimous,896,1211,Blue
Keita Nakamura,2052,Salim Touahri,1101,2018-12-01,Red,split,2153,1201,Red
Wilson Reis,2634,Ben Nguyen,2219,2018-12-01,Red,unanimous,2735,2320,Blue
Yushin Okami,2334,Aleksei Kunchenko,1402,2018-12-01,Blue,unanimous,2434,1803,Blue
Jimmy Crute,1000,Paul Craig,1339,2018-12-01,Red,submission,1575,1438,Red
Suman Mokhtarian,1000,Sodiq Yusuff,1000,2018-12-01,Blue,knockout,830,1372,Blue
Jake Matthews,2580,Anthony Rocco Martin,2051,2018-12-01,Blue,submission,2679,2154,Red
Mark Hunt,3061,Justin Willis,1683,2018-12-01,Blue,unanimous,3161,1985,Even
Mauricio Rua,2592,Tyson Pedro,2085,2018-12-01,Red,knockout,2693,2186,Blue
Junior Dos Santos,2864,Tai Tuivasa,2007,2018-12-01,Red,knockout,2965,2105,Red
Raoni Barcelos,1444,Chris Gutierrez,1000,2018-11-30,Red,submission,1584,1062,Red
Tim Means,2821,Ricky Rainey,906,2018-11-30,Red,knockout,2922,1007,Red
Joseph Benavidez,2701,Alex Perez,1764,2018-11-30,Red,knockout,2802,1863,Blue
Roosevelt Roberts,1000,Darrell Horcher,1363,2018-11-30,Red,submission,1583,1142,Red
Julija Stoliarenko,1000,Leah Letson,1000,2018-11-30,Blue,split,950,1252,Blue
Maurice Greene,1000,Michel Batista,1000,2018-11-30,Red,submission,1372,830,Red
Pannie Kianzad,1000,Macy Chiasson,1000,2018-11-30,Blue,submission,830,1372,Red
Rick Glenn,1860,Kevin Aguilar,1000,2018-11-30,Blue,unanimous,1960,1400,Red
Juan Espino,1000,Justin Frazier,1000,2018-11-30,Red,submission,1372,830,Red
Ji Yeon Kim,1455,Antonina Shevchenko,1000,2018-11-30,Blue,unanimous,1369,1382,Blue
Rafael Dos Anjos,3343,Kamaru Usman,2673,2018-11-30,Blue,unanimous,3443,2775,Blue
Pedro Munhoz,2304,Bryan Caraway,2409,2018-11-30,Red,knockout,2406,2509,Red
Darren Stewart,1407,Edmen Shahbazyan,1000,2018-11-30,Blue,split,1507,1376,Blue
Hu Yaozong,949,Rashad Coulter,726,2018-11-24,Blue,unanimous,814,984,Red
Su Mudaerji,1000,Louis Smolka,2426,2018-11-24,Blue,submission,1101,2527,Blue
Kevin Holland,1101,John Phillips,830,2018-11-24,Red,submission,1296,837,Red
Yan Xiaonan,1661,Syuri Kondo,1102,2018-11-24,Red,unknown,1770,1195,Red
Weili Zhang,1388,Jessica Aguilar,1319,2018-11-24,Red,submission,1707,1275,Red
Liu Pingyuan,1398,Martin Day,1000,2018-11-24,Red,split,1527,1073,Red
Wu Yanan,989,Lauren Mueller,1370,2018-11-24,Red,unknown,1361,1200,Blue
Song Kenan,1455,Alex Morono,2193,2018-11-24,Blue,unknown,1553,2294,Red
Li Jingliang,1839,David Zawada,1099,2018-11-24,Red,unknown,1940,1196,Red
Song Yadong,2002,Vince Morales,1000,2018-11-24,Red,unanimous,2104,1100,Red
Alistair Overeem,2865,Sergei Pavlovich,1000,2018-11-24,Red,knockout,2966,1101,Blue
Curtis Blaydes,2160,Francis Ngannou,2373,2018-11-24,Blue,knockout,2261,2474,Red
Michel Prazeres,2190,Bartosz Fabinski,1740,2018-11-17,Red,submission,2291,1816,Red
Nad Narimani,1252,Anderson Dos Santos,1000,2018-11-17,Red,unanimous,1410,1044,Red
Devin Powell,1217,Jesus Pinedo,1000,2018-11-17,Blue,unanimous,1162,1335,Blue
Laureano Staropoli,1000,Hector Aldana,1058,2018-11-17,Red,unanimous,1276,984,Blue
Humberto Bandenay,1652,Austin Arnett,848,2018-11-17,Blue,unanimous,1554,1148,Red
Alexandre Pantoja,2242,Ulka Sasaki,1966,2018-11-17,Red,unknown,2343,2067,Red
Ricardo Lamas,2959,Darren Elkins,2946,2018-11-17,Red,knockout,3061,3046,Red
Cynthia Calvillo,1769,Poliana Botelho,1623,2018-11-17,Red,submission,1871,1615,Blue
Guido Cannetti,1572,Marlon Vera,2089,2018-11-17,Blue,submission,1673,2190,Blue
Cezar Ferreira,2410,Ian Heinisch,1000,2018-11-17,Blue,unanimous,2510,1402,Red
Khalil Rountree Jr.,1572,Johnny Walker,1000,2018-11-17,Blue,knockout,1671,1623,Red
Neil Magny,2923,Santiago Ponzinibbio,2237,2018-11-17,Blue,knockout,3022,2340,Blue
Ashley Yoder,1003,Amanda Cooper,1297,2018-11-10,Red,split,1274,1397,Red
Mark De La Rosa,1396,Joby Sanchez,1091,2018-11-10,Red,split,1527,1192,Red
Joseph Morales,1149,Eric Shelton,1227,2018-11-10,Blue,split,1172,1328,Blue
Devonte Smith,1000,Julian Erosa,914,2018-11-10,Red,knockout,1306,878,Red
Davi Ramos,1946,John Gunther,1252,2018-11-10,Red,submission,2054,1343,Red
Chas Skelly,2158,Bobby Moffett,1000,2018-11-10,Blue,other,2258,1402,Blue
Michael Trizano,1252,Luis Pena,1372,2018-11-10,Red,split,1554,1272,Blue
Maycee Barber,1000,Hannah Cifers,1000,2018-11-10,Red,knockout,1372,830,Red
Beneil Dariush,2824,Thiago Moises,1000,2018-11-10,Red,unanimous,2925,1101,Red
Raquel Pennington,1777,Germaine de Randamie,1581,2018-11-10,Blue,unanimous,1877,1683,Blue
Donald Cerrone,4587,Mike Perry,2906,2018-11-10,Red,submission,4688,3007,Blue
Chan Sung Jung,2080,Yair Rodriguez,2262,2018-11-10,Blue,knockout,2181,2363,Blue
Sijara Eubanks,1366,Roxanne Modafferi,1264,2018-11-03,Red,unanimous,1575,1293,Red
Adam Wieczorek,1758,Marcos Rogerio de Lima,2518,2018-11-03,Blue,unanimous,1857,2619,Red
Shane Burgos,1694,Kurt Holobaugh,853,2018-11-03,Red,submission,1795,951,Red
Lyman Good,1679,Ben Saunders,2125,2018-11-03,Red,knockout,2116,2224,Red
Julio Arce,1434,Sheymon Moraes,1277,2018-11-03,Blue,split,1392,1521,Red
Jason Knight,2526,Jordan Rinaldi,1478,2018-11-03,Blue,unanimous,2626,1780,Red
Derek Brunson,2762,Israel Adesanya,2098,2018-11-03,Blue,knockout,2861,2553,Blue
Karl Roberson,1538,Jack Marshman,1722,2018-11-03,Red,unanimous,1788,1822,Red
David Branch,1548,Jared Cannonier,1991,2018-11-03,Blue,knockout,1649,2092,Red
Chris Weidman,2768,Jacare Souza,3217,2018-11-03,Blue,knockout,2869,3318,Red
Daniel Cormier,2788,Derrick Lewis,2847,2018-11-03,Red,submission,2890,2947,Red
Thibault Gouti,1529,Nasrat Haqparast,1379,2018-10-27,Blue,unanimous,1629,1621,Blue
Stevie Ray,2092,Jessin Ayari,1198,2018-10-27,Red,unanimous,2193,1298,Red
Arjan Bhullar,1227,Marcelo Golm,1417,2018-10-27,Red,unanimous,1479,1367,Red
Te Edwards,1000,Don Madge,1000,2018-10-27,Blue,knockout,830,1372,Red
Sarah Moras,1558,Talita Bernardo,1052,2018-10-27,Blue,unanimous,1658,1344,Red
Calvin Kattar,2033,Chris Fishgold,1000,2018-10-27,Red,knockout,2135,1100,Red
Volkan Oezdemir,2447,Anthony Smith,1955,2018-10-27,Blue,submission,2546,2058,Red
Nordine Taleb,2144,Sean Strickland,2304,2018-10-27,Blue,knockout,2244,2406,Red
Alex Garcia,2266,Court McGee,2716,2018-10-27,Blue,unanimous,2367,2817,Red
Gian Villante,2529,Ed Herman,2786,2018-10-27,Red,split,2631,2886,Red
Andre Soukhamthath,1468,Jonathan Martinez,1000,2018-10-27,Red,unanimous,1569,1082,Red
Misha Cirkunov,2245,Patrick Cummins,2511,2018-10-27,Red,submission,2347,2611,Red
Michael Johnson,2990,Artem Lobov,1692,2018-10-27,Red,unanimous,3091,1793,Red
Ryan LaFlare,2392,Anthony Rocco Martin,1948,2018-10-06,Blue,knockout,2491,2051,Red
Gray Maynard,2193,Nik Lentz,3070,2018-10-06,Blue,knockout,2294,3171,Blue
Scott Holtzman,1699,Alan Patrick,1869,2018-10-06,Red,knockout,1801,1969,Blue
Sergio Pettis,2293,Jussier Formiga,2527,2018-10-06,Blue,unanimous,2394,2628,Red
Vicente Luque,2049,Jalin Turner,1000,2018-10-06,Red,knockout,2150,1100,Red
Lina Lansberg,1345,Yana Kunitskaya,1099,2018-10-06,Blue,unanimous,1445,1442,Blue
Michelle Waterson,1998,Felice Herrig,1931,2018-10-06,Red,unanimous,2099,2032,Blue
Tony Ferguson,2783,Anthony Pettis,3378,2018-10-06,Red,knockout,2886,3477,Red
Derrick Lewis,2745,Alexander Volkov,2699,2018-10-06,Red,knockout,2847,2799,Blue
Khabib Nurmagomedov,2711,Conor McGregor,3213,2018-10-06,Red,submission,2814,3312,Red
Aspen Ladd,1558,Tonya Evinger,1086,2018-10-06,Red,knockout,1693,1153,Red
Ovince Saint Preux,3476,Dominick Reyes,2161,2018-10-06,Blue,unanimous,3576,2463,Blue
Thiago Santos,2788,Eryk Anders,1951,2018-09-22,Red,knockout,2889,2052,Red
Augusto Sakai,1000,Chase Sherman,1645,2018-09-22,Red,knockout,1630,1744,Red
Livinha Souza,1000,Alex Chambers,1208,2018-09-22,Red,submission,1517,1308,Red
Elizeu Zaleski dos Santos,2215,Luigi Vendramini,1000,2018-09-22,Red,knockout,2316,1101,Red
Thales Leites,3156,Hector Lombard,2710,2018-09-22,Red,unanimous,3257,2811,Red
Sergio Moraes,2204,Ben Saunders,2024,2018-09-22,Red,submission,2305,2125,Red
Mayra Bueno Silva,1000,Gillian Robertson,1530,2018-09-22,Red,submission,1618,1286,Blue
Luis Henrique,1557,Ryan Spann,1000,2018-09-22,Blue,unanimous,1657,1390,Blue
Francisco Trinaldo,3026,Evan Dunham,2520,2018-09-22,Red,knockout,3127,2621,Red
Charles Oliveira,3082,Christos Giagos,1361,2018-09-22,Red,submission,3183,1462,Red
Renan Barao,2847,Andre Ewell,1000,2018-09-22,Blue,split,2947,1402,Red
Sam Alvey,3202,Rogerio Nogueira,2122,2018-09-22,Blue,knockout,3301,2225,Red
Alex Oliveira,2918,Carlo Pedersoli,1398,2018-09-22,Red,unknown,3019,1499,Red
Rustam Khabilov,2515,Kajan Johnson,2014,2018-09-15,Red,split,2616,2115,Red
Merab Dvalishvili,854,Terrion Ware,1013,2018-09-15,Red,unanimous,1099,970,Red
Ramazan Emeev,1795,Stefan Sekulic,1000,2018-09-15,Red,unanimous,1898,1098,Red
Adam Yandiev,1000,Jordan Johnson,1855,2018-09-15,Blue,submission,1097,1959,Blue
Magomed Ankalaev,916,Marcin Prachnio,1101,2018-09-15,Red,knockout,1420,799,Red
Mairbek Taisumov,1828,Desmond Green,1889,2018-09-15,Red,unanimous,1930,1989,Red
Andrei Arlovski,3403,Shamil Abdurakhimov,1695,2018-09-15,Blue,unanimous,3503,1797,Blue
Petr Yan,1639,Jin Soo Son,1000,2018-09-15,Red,unanimous,1747,1094,Red
Khalid Murtazaliev,1000,CB Dollaway,2235,2018-09-15,Red,knockout,1642,2334,Red
Aleksei Kunchenko,1000,Thiago Alves,2206,2018-09-15,Red,unanimous,1402,2306,Red
Jan Blachowicz,2448,Nikita Krylov,2011,2018-09-15,Red,submission,2549,2112,Blue
Mark Hunt,2962,Aleksei Oleinik,2304,2018-09-15,Blue,submission,3061,2407,Red
Jim Miller,3841,Alex White,1664,2018-09-08,Red,submission,3942,1765,Blue
Charles Byrd,1372,Darren Stewart,1305,2018-09-08,Blue,knockout,1150,1407,Red
Diego Sanchez,2481,Craig White,1101,2018-09-08,Red,unanimous,2582,1202,Blue
Irene Aldana,1311,Lucie Pudilova,1524,2018-09-08,Red,split,1567,1470,Even
Roberto Sanchez,1277,Jarred Brooks,966,2018-09-08,Blue,unknown,1206,1239,Blue
Geoff Neal,1492,Frank Camacho,1460,2018-09-08,Red,knockout,1839,1397,Red
Aljamain Sterling,2927,Cody Stamann,1916,2018-09-08,Red,submission,3028,2016,Red
Carla Esparza,1721,Tatiana Suarez,1939,2018-09-08,Blue,knockout,1822,2120,Blue
Jimmie Rivera,2564,John Dodson,2550,2018-09-08,Red,unanimous,2665,2651,Red
Zabit Magomedsharipov,1742,Brandon Davis,1378,2018-09-08,Red,submission,1883,1439,Red
Jessica Andrade,2364,Karolina Kowalkiewicz,2204,2018-09-08,Red,knockout,2466,2304,Red
Tyron Woodley,2929,Darren Till,2247,2018-09-08,Red,submission,3030,2348,Blue
Abdul Razak Alhassan,1735,Niko Price,2414,2018-09-08,Red,knockout,1838,2513,Even
James Krause,2463,Warlley Alves,2580,2018-08-25,Red,knockout,2565,2680,Blue
Drew Dober,1936,Jon Tuck,1836,2018-08-25,Red,unanimous,2037,1937,Red
Joanne Calderwood,1788,Kalindra Faria,930,2018-08-25,Red,submission,1889,1028,Red
Mickey Gall,1826,George Sullivan,2122,2018-08-25,Red,submission,1929,2221,Red
Andrew Sanchez,1276,Markus Perez,1292,2018-08-25,Red,unanimous,1378,1288,Red
Cory Sandhagen,1372,Iuri Alcantara,2721,2018-08-25,Red,knockout,2015,2820,Red
Rani Yahya,2347,Luke Sanders,1608,2018-08-25,Red,submission,2448,1709,Blue
Eryk Anders,1847,Tim Williams,1023,2018-08-25,Red,knockout,1951,1119,Red
John Moraga,2800,Deiveson Figueiredo,1644,2018-08-25,Blue,knockout,2899,2106,Blue
Jake Ellenberger,3391,Bryan Barberena,2457,2018-08-25,Blue,knockout,3490,2560,Blue
Cortney Casey,2014,Angela Hill,1383,2018-08-25,Red,split,2115,1484,Blue
Michael Johnson,2889,Andre Fili,1982,2018-08-25,Red,split,2990,2083,Blue
Justin Gaethje,1836,James Vick,2675,2018-08-25,Red,knockout,2296,2774,Blue
Marlon Vera,1988,Wuliji Buren,1025,2018-08-04,Red,knockout,2089,1124,Red
Danielle Taylor,1520,Weili Zhang,1000,2018-08-04,Blue,unanimous,1620,1388,Blue
Alex Perez,1524,Jose Torres,1443,2018-08-04,Red,knockout,1764,1335,Red
Matt Sayles,1000,Sheymon Moraes,1044,2018-08-04,Blue,unanimous,969,1277,Red
Ricardo Ramos,1734,Kyung Ho Kang,1717,2018-08-04,Red,split,1931,1818,Red
Ricky Simon,1448,Montel Jackson,1000,2018-08-04,Red,unanimous,1570,1080,Blue
Pedro Munhoz,2203,Brett Johns,1877,2018-08-04,Red,unanimous,2304,1978,Red
Thiago Santos,2687,Kevin Holland,1000,2018-08-04,Red,unanimous,2788,1101,Red
Polyana Viana,1372,JJ Aldrich,1561,2018-08-04,Blue,unanimous,1397,1713,Red
Cub Swanson,3145,Renato Moicano,2176,2018-08-04,Blue,submission,3244,2279,Blue
Demetrious Johnson,2791,Henry Cejudo,2540,2018-08-04,Blue,split,2891,2642,Red
TJ Dillashaw,2694,Cody Garbrandt,2635,2018-08-04,Red,knockout,2796,2735,Red
Devin Powell,962,Alvaro Herrera,1168,2018-07-28,Red,unknown,1217,1115,Blue
Randa Markos,1813,Nina Ansaroff,1456,2018-07-28,Blue,unanimous,1913,1558,Blue
Dustin Ortiz,2567,Matheus Nicolau,1951,2018-07-28,Red,unknown,2668,2046,Blue
Alexis Davis,2005,Katlyn Chookagian,1624,2018-07-28,Blue,unanimous,2105,1726,Blue
John Makdessi,2411,Ross Pearson,2973,2018-07-28,Red,unanimous,2513,3073,Red
Gadzhimurad Antigulov,1878,Ion Cutelaba,1668,2018-07-28,Blue,knockout,1700,1770,Blue
Hakeem Dawodu,998,Austin Arnett,830,2018-07-28,Red,unanimous,1182,848,Red
Kajan Johnson,1913,Islam Makhachev,2159,2018-07-28,Blue,submission,2014,2260,Blue
Alexander Hernandez,1643,Olivier Aubin-Mercier,2213,2018-07-28,Red,unanimous,2034,2313,Even
Joanna Jedrzejczyk,2448,Tecia Torres,2077,2018-07-28,Red,unanimous,2549,2178,Red
Jose Aldo,2759,Jeremy Stephens,3231,2018-07-28,Red,knockout,2862,3330,Blue
Eddie Alvarez,2450,Dustin Poirier,3370,2018-07-28,Blue,knockout,2551,3471,Blue
Jordan Mein,2411,Alex Morono,2092,2018-07-28,Red,unanimous,2512,2193,Red
Nick Hein,1790,Damir Hadzovic,1602,2018-07-22,Blue,split,1890,1853,Red
Jeremy Kimball,1221,Darko Stosic,1000,2018-07-22,Blue,knockout,1039,1524,Blue
Davey Grant,1224,Manny Bermudez,1526,2018-07-22,Blue,submission,1271,1708,Blue
Justin Ledet,1571,Aleksandar Rakic,1396,2018-07-22,Blue,unanimous,1525,1717,Blue
Khalid Taha,1000,Nad Narimani,1000,2018-07-22,Blue,unanimous,950,1252,Blue
Emil Meek,1501,Bartosz Fabinski,1554,2018-07-22,Blue,unanimous,1517,1740,Red
Damian Stasiak,1762,Liu Pingyuan,1000,2018-07-22,Blue,unanimous,1862,1398,Red
Nasrat Haqparast,978,Marc Diakiese,1927,2018-07-22,Red,unanimous,1379,2027,Blue
Danny Roberts,1881,David Zawada,1000,2018-07-22,Red,split,1982,1099,Red
Marcin Tybura,2324,Stefan Struve,2647,2018-07-22,Red,unanimous,2426,2747,Red
Vitor Miranda,2129,Abu Azaitar,1000,2018-07-22,Blue,unanimous,2229,1402,Blue
Glover Teixeira,3259,Corey Anderson,2453,2018-07-22,Blue,unanimous,3359,2555,Red
Mauricio Rua,2493,Anthony Smith,1852,2018-07-22,Blue,knockout,2592,1955,Red
Jessica Aguilar,1124,Jodie Esquibel,1100,2018-07-14,Red,unanimous,1319,1061,Blue
Mark De La Rosa,1099,Elias Garcia,1000,2018-07-14,Red,submission,1396,905,Blue
Liz Carmouche,1528,Jennifer Maia,1000,2018-07-14,Red,unanimous,1629,1087,Red
Kurt Holobaugh,1095,Raoni Barcelos,1000,2018-07-14,Blue,knockout,853,1444,Red
Justin Scoggins,2001,Said Nurmagomedov,1000,2018-07-14,Blue,split,2101,1401,Blue
Darren Elkins,2846,Alexander Volkanovski,2070,2018-07-14,Blue,unanimous,2946,2172,Blue
Eddie Wineland,2427,Alejandro Perez,1908,2018-07-14,Blue,unanimous,2527,2010,Blue
Cat Zingano,1952,Marion Reneau,1884,2018-07-14,Red,unanimous,2053,1985,Even
Myles Jury,2645,Chad Mendes,2496,2018-07-14,Blue,knockout,2745,2598,Blue
Randy Brown,1791,Niko Price,2313,2018-07-14,Blue,knockout,1892,2414,Red
Dennis Bermudez,2596,Rick Glenn,1758,2018-07-14,Blue,split,2696,1860,Red
Sage Northcutt,1959,Zak Ottow,1785,2018-07-14,Red,knockout,2060,1886,Red
Junior Dos Santos,2763,Blagoy Ivanov,1000,2018-07-14,Red,unanimous,2864,1101,Red
Raphael Assuncao,2640,Rob Font,2203,2018-07-07,Red,unanimous,2741,2304,Red
Jamie Moyle,1261,Emily Whitmire,830,2018-07-07,Blue,unanimous,1177,1209,Red
Dan Hooker,2270,Gilbert Burns,2066,2018-07-07,Red,knockout,2371,2167,Red
