red fighter,red fighter initial elo,blue fighter,blue fighter initial elo,date,winner,win_type,red fighter new elo,blue fighter new elo,favorite
Heili Alateng,1000,Danaa Batgerel,1000,2019-08-31,Red,unanimous,1252,950,Red
Da Un Jung,1000,Khadis Ibragimov,1000,2019-08-31,Red,unknown,1252,950,Blue
Su Mudaerji,1101,Andre Soukhamthath,1670,2019-08-31,Red,unanimous,1492,1770,Blue
Junyong Park,1000,Anthony Hernandez,1014,2019-08-31,Blue,submission,841,1375,Blue
Wu Yanan,1361,Mizuki Inoue,1000,2019-08-31,Blue,unknown,1283,1369,Blue
Song Kenan,1553,Derrick,1000,2019-08-31,Red,unknown,1662,1089,Even
Kai Kara-France,1381,Mark De La Rosa,1603,2019-08-31,Red,unanimous,1639,1703,Red
Li Jingliang,1940,Elizeu Dos Santos,1000,2019-08-31,Red,unknown,2041,1100,Blue
Jessica Andrade,2568,Zhang Weili,1000,2019-08-31,Blue,unknown,2668,1402,Red
Damir Ismagulov,1410,Thiago Moises,1291,2019-08-31,Red,unanimous,1578,1325,Red
Devonte Smith,1921,Khama Worthy,1000,2019-08-17,Blue,knockout,1662,1640,Red
Daniel Cormier,2890,Stipe Miocic,2837,2019-08-17,Blue,knockout,2990,2939,Red
Anthony Pettis,3578,Nate Diaz,2571,2019-08-17,Blue,unanimous,3678,2673,Red
Yoel Romero,3116,Paulo Costa,2748,2019-08-17,Blue,unanimous,3216,2850,Red
Gabriel Benitez,2153,Sodiq Yusuff,1684,2019-08-17,Blue,knockout,2252,2124,Blue
Derek Brunson,2962,Ian Heinisch,1794,2019-08-17,Red,unanimous,3063,1895,Blue
Christos Giagos,1666,Drakkar Klose,1919,2019-08-17,Blue,unanimous,1767,2020,Blue
Raphael Assuncao,2840,Cory Sandhagen,2408,2019-08-17,Blue,unanimous,2940,2510,Blue
Manny Bermudez,1851,Casey Kenney,1402,2019-08-17,Blue,unanimous,1765,1783,Red
Hannah Cifers,1221,Jodie Esquibel,1153,2019-08-17,Red,unanimous,1403,1173,Red
Kyung Ho Kang,1920,Brandon Davis,1540,2019-08-17,Red,split,2021,1641,Red
Sabina Mazo,1097,Shana Dobson,1204,2019-08-17,Red,unanimous,1393,1174,Red
Gilbert Burns,2370,Aleksei Kunchenko,1803,2019-08-10,Red,unanimous,2471,1897,Blue
Valentina Shevchenko,2528,Liz Carmouche,1730,2019-08-10,Red,unanimous,2629,1831,Red
Vincente Luque,1000,Mike Perry,3109,2019-08-10,Red,unknown,1402,3209,Red
Volkan Oezdemir,2646,Ilir Latifi,2142,2019-08-10,Red,knockout,2747,2243,Red
Rodolfo Vieira,1000,Oskar Piechota,1577,2019-08-10,Red,submission,1624,1329,Red
Enrique Barzola,1878,Bobby Moffett,1291,2019-08-10,Red,split,1979,1385,Red
Luiz Garagorri,1000,Humberto Bandenay,1554,2019-08-10,Red,unknown,1390,1462,Red
Ciryl Gane,1000,Raphael Pessoa Nunes,1000,2019-08-10,Red,unknown,1252,950,Red
Rogerio Bontorin,1383,Raulian Paiva,1032,2019-08-10,Red,knockout,1547,1070,Blue
Veronica Macedo,1018,Polyana Viana,1304,2019-08-10,Red,submission,1422,1102,Red
Geraldo de Freitas,1252,Chris Gutierrez,1287,2019-08-10,Blue,split,1218,1478,Red
Kazula Vargas,1000,Alex Da Silva,1100,2019-08-10,Blue,unanimous,993,1309,Blue
Tecia Torres,2278,Marina Rodriguez,1351,2019-08-10,Blue,unanimous,2378,1752,Red
Darko Stosic,1569,Kennedy Nzechukwu,1061,2019-08-03,Blue,unanimous,1479,1448,Red
Jim Miller,4142,Clay Guida,3275,2019-08-03,Red,submission,4243,3376,Red
Joaquim Silva,2031,Nasrat Haqparast,1621,2019-08-03,Blue,knockout,2130,2053,Blue
Trevin Giles,1899,Gerald Meerschaert,2382,2019-08-03,Blue,submission,1979,2483,Red
Scott Holtzman,1902,Dong Hyun Ma,1914,2019-08-03,Red,knockout,2004,2014,Red
Colby Covington,2407,Robbie Lawler,3012,2019-08-03,Red,unanimous,2509,3112,Red
Mickey Gall,2030,Salim Touahri,1201,2019-08-03,Red,unanimous,2131,1300,Blue
Antonina Shevchenko,1295,Lucie Pudilova,1571,2019-08-03,Red,submission,1696,1671,Red
Jordan Espinosa,1362,Matt Schnell,1683,2019-08-03,Blue,submission,1389,1784,Red
Lauren Murphy,1446,Mara Romero Borella,1476,2019-08-03,Red,knockout,1548,1381,Blue
Claudio Silva,2247,Cole Williams,1000,2019-08-03,Red,submission,2348,1101,Red
Miranda Granger,1000,Hannah Goldy,1000,2019-08-03,Red,unanimous,1252,950,Blue
Max Holloway,3314,Frankie Edgar,2959,2019-07-27,Red,unanimous,3415,3060,Red
Cris Cyborg,2116,Felicia Spencer,1635,2019-07-27,Red,unknown,2217,1718,Red
Geoff Neal,2098,Niko Price,2616,2019-07-27,Red,knockout,2543,2715,Red
Olivier Aubin-Mercier,2413,Arman Tsarukyan,1101,2019-07-27,Blue,unanimous,2513,1503,Blue
Marc-Andre Barriault,1070,Krzystof Jotko,1000,2019-07-27,Blue,unknown,991,1281,Blue
Alexis Davis,2205,Viviane Araujo,1577,2019-07-27,Blue,unanimous,2305,1971,Blue
Hakeem Dawodu,1472,Yoshinori Horie,1000,2019-07-27,Red,knockout,1595,1067,Red
Gavin Tucker,1384,Seungwoo Choi,950,2019-07-27,Red,unknown,1500,1028,Blue
Alexandre Pantoja,2446,Deiveson Figueiredo,2198,2019-07-27,Blue,unanimous,2546,2300,Red
Gillian Robertson,1436,Sarah Frota,1086,2019-07-27,Red,knockout,1537,1123,Red
Erik Koch,2181,Kyle Stewart,906,2019-07-27,Red,unanimous,2282,1007,Red
Andrei Arlovski,3603,Ben Rothwell,2070,2019-07-20,Red,unanimous,3704,2171,Blue
Rafael Dos Anjos,3544,Leon Edwards,2445,2019-07-20,Blue,unanimous,3644,2547,Even
Aleksei Oleinik,2508,Walt Harris,1877,2019-07-20,Blue,knockout,2607,1980,Blue
Greg Hardy,1149,Juan Adams,1406,2019-07-20,Red,knockout,1545,1212,Blue
James Vick,2875,Dan Hooker,2472,2019-07-20,Blue,knockout,2974,2575,Blue
Alexander Hernandez,2135,Francisco Trinaldo,3127,2019-07-20,Red,unanimous,2436,3227,Red
Roxanne Modafferi,1395,Jennifer Maia,1488,2019-07-20,Blue,unanimous,1496,1663,Blue
Alex Caceres,2596,Steven Peterson,1279,2019-07-20,Red,unanimous,2697,1380,Red
Sam Alvey,3400,Klidson Abreu,1076,2019-07-20,Blue,unanimous,3500,1478,Blue
Domingo Pilarte,1000,Felipe Colares,950,2019-07-20,Blue,split,929,1223,Red
Ray Borg,2270,Gabriel Silva,1000,2019-07-20,Red,unanimous,2371,1101,Red
Mario Bautista,1099,Jin Soo Son,1094,2019-07-20,Red,unanimous,1348,1047,Blue
Raquel Pennington,1877,Irene Aldana,1670,2019-07-20,Red,split,1978,1771,Blue
Marvin Vettori,1654,Cezar Ferreira,2510,2019-07-13,Red,unanimous,1756,2610,Red
Germaine De Randamie,1000,Aspen Ladd,1862,2019-07-13,Red,unknown,1400,1763,Blue
Urijah Faber,2793,Ricky Simon,1871,2019-07-13,Red,knockout,2894,1970,Blue
Josh Emmett,2185,Mirsad Bektic,2348,2019-07-13,Red,knockout,2287,2448,Blue
Karl Roberson,1889,Wellington Turman,1000,2019-07-13,Red,split,1990,1099,Red
Andre Fili,2185,Sheymon Moraes,1481,2019-07-13,Red,knockout,2286,1582,Red
Julianna Pena,2143,Nicco Montano,1230,2019-07-13,Red,unanimous,2244,1329,Red
Darren Elkins,3046,Ryan Hall,1997,2019-07-13,Blue,unanimous,3146,2299,Red
Liu Pingyuan,1527,Jonathan Martinez,1352,2019-07-13,Blue,knockout,1363,1718,Red
Livinha Souza,1633,Brianna Van Buren,1000,2019-07-13,Blue,unanimous,1538,1394,Red
Benito Lopez,1393,Vince Morales,1398,2019-07-13,Red,unanimous,1596,1397,Even
Gilbert Melendez,1698,Arnold Allen,2163,2019-07-06,Blue,unanimous,1799,2264,Blue
Jon Jones,3051,Thiago Santos,3091,2019-07-06,Red,split,3153,3191,Red
Amanda Nunes,2283,Holly Holm,2424,2019-07-06,Red,knockout,2385,2524,Red
Jorge Masvidal,3147,Ben Askren,1643,2019-07-06,Red,knockout,3248,1744,Blue
Jan Blachowicz,2650,Luke Rockhold,2895,2019-07-06,Red,knockout,2752,2995,Blue
Diego Sanchez,2683,Michael Chiesa,2380,2019-07-06,Blue,unanimous,2783,2482,Blue
Alejandro Perez,2111,Song Yadong,2104,2019-07-06,Blue,knockout,2211,2390,Blue
Marlon Vera,2292,Nohelin Hernandez,1000,2019-07-06,Red,submission,2393,1101,Red
Edmen Shahbazyan,1593,Jack Marshman,1923,2019-07-06,Red,submission,2009,2022,Red
Ismail Naurdiev,1402,Chance Rencountre,1396,2019-07-06,Blue,unanimous,1350,1599,Red
Julia Avila,1000,Pannie Kianzad,830,2019-07-06,Red,unanimous,1183,849,Red
Caludia Gadelha,1000,Randa Markos,2014,2019-07-06,Red,unknown,1401,2114,Red
Alonzo Menifield,1372,Paul Craig,1539,2019-06-29,Red,knockout,1865,1639,Red
Dalcha Lungiambula,1000,Dequan Townsend,1000,2019-06-29,Red,knockout,1372,830,Red
Jared Gordon,1807,Dan Moret,1194,2019-06-29,Red,unanimous,1908,1289,Red
Eryk Anders,2253,Vinicius Moreira,830,2019-06-29,Red,knockout,2354,931,Red
Ricardo Ramos,1687,Journey Newson,1000,2019-06-29,Red,unanimous,1788,1095,Red
Demian Maia,3366,Rocco Martin,1000,2019-06-29,Red,unknown,3467,1101,Red
Drew Dober,2138,Marco Polo Reyes,1000,2019-06-29,Red,knockout,2239,1100,Red
Roosevelt Roberts,1694,Vinc Pichel,1976,2019-06-29,Blue,unanimous,1762,2077,Red
Jussier Formiga,2729,Joseph Benavidez,2903,2019-06-29,Blue,knockout,2830,3004,Blue
Francis Ngannou,2576,Junior Dos Santos,3067,2019-06-29,Red,knockout,2679,3166,Red
Emily Whitmire,1469,Amanda Ribas,1000,2019-06-29,Blue,submission,1231,1609,Red
Maurice Greene,1505,Junior Albini,1332,2019-06-29,Red,knockout,1704,1433,Red
Deron Winn,1000,Eric Spicely,1821,2019-06-22,Red,unanimous,1399,1921,Red
Renato Moicano,2380,Chan Sung Jung,2181,2019-06-22,Blue,knockout,2480,2283,Red
Bryan Barberena,2659,Randy Brown,1892,2019-06-22,Blue,knockout,2758,1995,Red
Andre Ewell,1394,Anderson Dos Santos,1044,2019-06-22,Red,unanimous,1519,1110,Red
Andrea Lee,1629,Montana De La Rosa,1879,2019-06-22,Red,unanimous,1892,1818,Red
Kevin Holland,1597,Alessio Di Chirico,1860,2019-06-22,Red,unanimous,1863,1960,Red
Dan Ige,1713,Kevin Aguilar,1771,2019-06-22,Red,unanimous,1815,1755,Blue
Ashley Yoder,1274,Syuri Kondo,1195,2019-06-22,Red,unanimous,1375,1218,Red
Matt Wiman,2134,Luis Pena,1476,2019-06-22,Blue,knockout,2233,1931,Blue
Allen Crowder,1243,Jairzinho Rozenstruik,1624,2019-06-22,Blue,knockout,1308,1779,Blue
Ariane Lipski,1099,Molly McCann,1320,2019-06-22,Blue,unanimous,1134,1465,Red
Karolina Kowalkiewicz,2404,Alexa Grasso,1579,2019-06-08,Blue,unanimous,2504,1681,Blue
Katlyn Chookagian,1827,Joanne Calderwood,1990,2019-06-08,Red,unanimous,1929,2090,Blue
Eddie Wineland,2527,Grigorii Popov,1000,2019-06-08,Red,unknown,2628,1101,Red
Bevon Lewis,1101,Darren Stewart,1507,2019-06-08,Blue,unanimous,1175,1608,Red
Yan Xiaonan,1770,Angela Hill,1686,2019-06-08,Red,unknown,1948,1787,Red
Ricardo Lamas,3061,Calvin Kattar,2135,2019-06-08,Blue,knockout,3160,2238,Blue
Henry Cejudo,2744,Marlon Moraes,2512,2019-06-08,Red,knockout,2845,2613,Blue
Aljamain Sterling,3129,Pedro Munhoz,2509,2019-06-08,Red,unanimous,3230,2610,Red
Tai Tuivasa,2105,Blagoy Ivanov,1501,2019-06-08,Blue,unanimous,2205,1797,Red
Jimmie Rivera,2766,Petr Yan,2348,2019-06-08,Blue,unanimous,2866,2450,Blue
Tony Ferguson,2886,Donald Cerrone,4890,2019-06-08,Red,knockout,2989,4989,Red
Valentina Shevchenko,2427,Jessica Eye,2131,2019-06-08,Red,knockout,2528,2232,Red
Tatiana Suarez,2120,Nina Ansaroff,1660,2019-06-08,Red,unanimous,2221,1761,Red
Stevie Ray,2193,Leonardo Santos,2200,2019-06-01,Blue,knockout,2293,2302,Blue
Joel Alvarez,1044,Danilo Belluardo,1000,2019-06-01,Red,knockout,1382,864,Blue
Darko Stosic,1524,Devin Clark,1779,2019-06-01,Blue,unanimous,1569,1880,Even
Bea Malecki,1000,Duda Santana,1000,2019-06-01,Red,submission,1372,830,Red
Nick Hein,1890,Frank Camacho,1397,2019-06-01,Blue,knockout,1989,1840,Blue
Tonya Evinger,1153,Lina Lansberg,1445,2019-06-01,Blue,unanimous,1222,1546,Red
Rostem Akman,1000,Sergey Khandozhko,1000,2019-06-01,Blue,unanimous,950,1252,Blue
Daniel Teymur,955,Sung Bin Jo,1000,2019-06-01,Red,unanimous,1169,931,Blue
Damir Hadzovic,1954,Christos Giagos,1564,2019-06-01,Blue,unanimous,2054,1666,Red
Makwan Amirkhani,1991,Chris Fishgold,1375,2019-06-01,Red,submission,2092,1466,Red
Jimi Manuwa,2783,Aleksandar Rakic,1979,2019-06-01,Blue,knockout,2882,2438,Blue
Alexander Gustafsson,2764,Anthony Smith,2159,2019-06-01,Blue,submission,2863,2262,Red
Aspen Ladd,1693,Sijara Eubanks,1575,2019-05-18,Red,unanimous,1862,1608,Red
Zak Cummings,2349,Trevin Giles,1814,2019-05-18,Red,submission,2450,1899,Blue
Patrick Cummins,2611,Ed Herman,2886,2019-05-18,Blue,knockout,2712,2987,Red
Michael Trizano,1554,Grant Dawson,1201,2019-05-18,Blue,submission,1335,1781,Blue
Danny Roberts,2082,Michel Pereira,1000,2019-05-18,Blue,knockout,2181,1642,Red
Desmond Green,2092,Charles Jourdain,1000,2019-05-18,Red,unanimous,2193,1100,Red
Julio Arce,1392,Julian Erosa,912,2019-05-18,Red,knockout,1514,1013,Red
Davi Ramos,2054,Austin Hubbard,1000,2019-05-18,Red,unanimous,2155,1100,Red
Vicente Luque,2253,Derrick Krantz,1000,2019-05-18,Red,knockout,2354,1101,Red
Megan Anderson,1742,Felicia Spencer,1000,2019-05-18,Blue,submission,1486,1635,Red
Antonio Carlos Junior,1984,Ian Heinisch,1402,2019-05-18,Blue,unanimous,2084,1794,Red
Rafael Dos Anjos,3443,Kevin Lee,2744,2019-05-18,Red,submission,3544,2845,Blue
Charles Oliveira,3387,Nik Lentz,3272,2019-05-18,Red,knockout,3489,3372,Red
Warlley Alves,2680,Sergio Moraes,2405,2019-05-11,Red,knockout,2781,2506,Red
Talita Bernardo,1344,Viviane Araujo,1000,2019-05-11,Blue,knockout,1127,1577,Red
Raoni Barcelos,1584,Carlos Huachin,1000,2019-05-11,Red,knockout,1697,1083,Red
Luana Carolina,1000,Priscila Cachoeira,1027,2019-05-11,Red,unanimous,1263,1020,Red
BJ Penn,1881,Clay Guida,3174,2019-05-11,Blue,unanimous,1982,3275,Blue
Thiago Moises,1101,Kurt Holobaugh,951,2019-05-11,Red,unanimous,1291,992,Red
Rogerio Nogueira,2225,Ryan Spann,1390,2019-05-11,Blue,knockout,2324,2028,Blue
Irene Aldana,1567,Bethe Correia,1990,2019-05-11,Red,submission,1670,2089,Red
Thiago Alves,2407,Laureano Staropoli,1276,2019-05-11,Blue,unanimous,2507,1678,Red
Jose Aldo,2963,Alexander Volkanovski,2275,2019-05-11,Blue,unanimous,3063,2377,Red
Jared Cannonier,2092,Anderson Silva,2774,2019-05-11,Red,knockout,2195,2873,Red
Rose Namajunas,2384,Jessica Andrade,2466,2019-05-11,Blue,knockout,2484,2568,Blue
Macy Chiasson,1653,Sarah Moras,1658,2019-05-04,Red,knockout,1938,1758,Red
Mitch Gagnon,2249,Cole Smith,1000,2019-05-04,Blue,unanimous,2349,1402,Red
Arjan Bhullar,1479,Juan Adams,1437,2019-05-04,Red,unanimous,1668,1406,Blue
Kyle Nelson,1101,Matt Sayles,969,2019-05-04,Blue,submission,833,1439,Blue
Nordine Taleb,2244,Kyle Prepolec,1000,2019-05-04,Red,unanimous,2345,1101,Red
Aiemann Zahabi,1211,Vince Morales,1100,2019-05-04,Blue,unanimous,1180,1398,Red
Al Iaquinta,2391,Donald Cerrone,4789,2019-05-04,Blue,unanimous,2492,4890,Red
Marc-Andre Barriault,1000,Andrew Sanchez,1378,2019-05-04,Blue,unanimous,1070,1479,Blue
Walt Harris,1776,Serghei Spivac,1000,2019-05-04,Red,knockout,1877,1095,Red
Brad Katona,1652,Merab Dvalishvili,1099,2019-05-04,Blue,unanimous,1560,1393,Blue
Cub Swanson,3244,Shane Burgos,1795,2019-05-04,Blue,split,3344,1897,Blue
Derek Brunson,2861,Elias Theodorou,2380,2019-05-04,Red,unanimous,2962,2481,Even
Andrei Arlovski,3503,Augusto Sakai,1630,2019-04-27,Blue,split,3603,2032,Blue
Court McGee,2817,Dhiego Lima,1539,2019-04-27,Blue,split,2917,1641,Red
Angela Hill,1585,Jodie Esquibel,1061,2019-04-27,Red,unanimous,1686,1153,Red
Jim Miller,4041,Jason Gonzalez,1512,2019-04-27,Red,submission,4142,1613,Red
Gilbert Burns,2269,Mike Davis,1000,2019-04-27,Red,submission,2370,1101,Red
Carla Esparza,1822,Virna Jandiroba,1000,2019-04-27,Red,unanimous,1923,1098,Red
Jacare Souza,3318,Jack Hermansson,2339,2019-04-27,Blue,unanimous,3418,2441,Red
Ben Saunders,2224,Takashi Sato,1000,2019-04-27,Blue,knockout,2323,1642,Blue
Alex Oliveira,3118,Mike Perry,3007,2019-04-27,Blue,unanimous,3218,3109,Red
Greg Hardy,957,Dmitrii Smoliakov,678,2019-04-27,Red,knockout,1149,719,Red
Roosevelt Roberts,1583,Thomas Gifford,1000,2019-04-27,Red,unanimous,1694,1091,Red
Glover Teixeira,3460,Ion Cutelaba,1770,2019-04-27,Red,submission,3561,1871,Red
John Lineker,2620,Cory Sandhagen,2117,2019-04-27,Blue,split,2720,2408,Red
Sultan Aliev,1508,Keita Nakamura,2153,2019-04-20,Red,unanimous,1805,2253,Even
Magomed Mustafaev,2091,Rafael Fiziev,1000,2019-04-20,Red,knockout,2193,1100,Blue
Gadzhimurad Antigulov,1700,Michal Oleksiejczuk,1643,2019-04-20,Blue,knockout,1591,2059,Blue
Marcin Tybura,2426,Shamil Abdurakhimov,1797,2019-04-20,Blue,knockout,2525,1900,Red
Alexander Yakovlev,2121,Alex Da Silva,1000,2019-04-20,Red,submission,2222,1100,Red
Krzysztof Jotko,2302,Alen Amedovski,1000,2019-04-20,Red,unanimous,2403,1101,Red
Roxanne Modafferi,1293,Antonina Shevchenko,1382,2019-04-20,Red,split,1395,1295,Blue
Sergei Pavlovich,1101,Marcelo Golm,1367,2019-04-20,Red,knockout,1647,1171,Red
Islam Makhachev,2260,Arman Tsarukyan,1000,2019-04-20,Red,unanimous,2361,1101,Red
Alistair Overeem,2966,Aleksei Oleinik,2407,2019-04-20,Red,knockout,3067,2508,Red
Movsar Evloev,1000,Seungwoo Choi,1000,2019-04-20,Red,unknown,1252,950,Red
Wilson Reis,2735,Alexandre Pantoja,2343,2019-04-13,Blue,knockout,2834,2446,Blue
Brandon Davis,1439,Randy Costa,1000,2019-04-13,Red,submission,1540,1061,Red
Lauren Mueller,1200,Poliana Botelho,1615,2019-04-13,Blue,unanimous,1284,1733,Blue
Montel Jackson,1722,Andre Soukhamthath,1569,2019-04-13,Red,unanimous,1882,1670,Red
Curtis Millender,2173,Belal Muhammad,2167,2019-04-13,Blue,unanimous,2273,2269,Blue
Boston Salmon,1000,Khalid Taha,950,2019-04-13,Blue,knockout,791,1361,Red
Max Griffin,1981,Zelim Imadaev,1000,2019-04-13,Red,split,2082,1100,Blue
Jalin Turner,1396,Matt Frevola,1092,2019-04-13,Blue,unanimous,1326,1449,Red
Ovince Saint Preux,3576,Nikita Krylov,2112,2019-04-13,Blue,submission,3675,2215,Blue
Alan Jouban,2537,Dwight Grant,1474,2019-04-13,Blue,split,2637,1776,Blue
Eryk Anders,2153,Khalil Rountree Jr.,1671,2019-04-13,Blue,unanimous,2253,1773,Red
Kelvin Gastelum,3160,Israel Adesanya,2655,2019-04-13,Blue,unanimous,3260,2757,Blue
Max Holloway,3213,Dustin Poirier,3471,2019-04-13,Blue,unanimous,3314,3572,Red
Alex Perez,1863,Mark De La Rosa,1527,2019-03-30,Red,unanimous,1964,1603,Red
Sabina Mazo,1000,Maryna Moroz,1752,2019-03-30,Blue,unanimous,1097,1853,Red
Ray Borg,2170,Casey Kenney,1000,2019-03-30,Blue,unanimous,2270,1402,Red
Kevin Holland,1296,Gerald Meerschaert,2282,2019-03-30,Red,split,1597,2382,Red
Enrique Barzola,1778,Kevin Aguilar,1400,2019-03-30,Blue,unanimous,1878,1771,Red
Ross Pearson,3073,Desmond Green,1989,2019-03-30,Blue,knockout,3172,2092,Blue
Marina Rodriguez,1000,Jessica Aguilar,1275,2019-03-30,Red,unanimous,1351,1375,Red
Sodiq Yusuff,1372,Sheymon Moraes,1521,2019-03-30,Red,unanimous,1684,1481,Red
Kennedy Nzechukwu,1000,Paul Craig,1438,2019-03-30,Blue,submission,1061,1539,Red
Karolina Kowalkiewicz,2304,Michelle Waterson,2099,2019-03-30,Blue,unanimous,2404,2201,Red
Josh Emmett,2082,Michael Johnson,3091,2019-03-30,Red,knockout,2185,3190,Blue
David Branch,1649,Jack Hermansson,2238,2019-03-30,Blue,submission,1750,2339,Blue
Edson Barboza,3367,Justin Gaethje,2296,2019-03-30,Blue,knockout,3466,2399,Red
Bryce Mitchell,1252,Bobby Moffett,1402,2019-03-23,Red,unanimous,1565,1291,Blue
Eric Shelton,1328,Jordan Espinosa,1000,2019-03-23,Blue,unanimous,1428,1362,Red
Ryan MacDonald,1000,Chris Gutierrez,1062,2019-03-23,Blue,unanimous,977,1287,Blue
Randa Markos,1913,Angela Hill,1484,2019-03-23,Red,submission,2014,1585,Blue
Marlon Vera,2190,Frankie Saenz,2274,2019-03-23,Red,knockout,2292,2374,Red
Alexis Davis,2105,Jennifer Maia,1087,2019-03-23,Blue,unanimous,2205,1488,Red
Maycee Barber,1372,JJ Aldrich,1713,2019-03-23,Red,knockout,1948,1812,Red
John Makdessi,2513,Jesus Pinedo,1335,2019-03-23,Red,unanimous,2614,1436,Red
Curtis Blaydes,2261,Justin Willis,1985,2019-03-23,Red,unanimous,2362,2086,Red
Luis Pena,1272,Steven Peterson,1281,2019-03-23,Red,unanimous,1476,1279,Red
Jussier Formiga,2628,Deiveson Figueiredo,2106,2019-03-23,Red,unanimous,2729,2198,Blue
Stephen Thompson,2453,Anthony Pettis,3477,2019-03-23,Blue,knockout,2554,3578,Red
Arnold Allen,2062,Jordan Rinaldi,1780,2019-03-16,Red,unanimous,2163,1881,Red
Mike Grundy,1000,Nad Narimani,1410,2019-03-16,Red,knockout,1596,1180,Blue
Molly McCann,1044,Priscila Cachoeira,1101,2019-03-16,Red,unanimous,1320,1027,Red
Danny Henry,1456,Dan Ige,1404,2019-03-16,Blue,submission,1349,1713,Blue
Marc Diakiese,2027,Joe Duffy,2223,2019-03-16,Red,unanimous,2129,2323,Blue
Nicolae Negumereanu,1000,Saparbeg Safarov,1195,2019-03-16,Blue,unanimous,1027,1345,Red
Jack Marshman,1822,John Phillips,837,2019-03-16,Red,split,1923,937,Red
Danny Roberts,1982,Claudio Silva,1947,2019-03-16,Blue,submission,2082,2247,Blue
Nathaniel Wood,1851,Jose Quinonez,1838,2019-03-16,Red,submission,2126,1938,Red
Volkan Oezdemir,2546,Dominick Reyes,2463,2019-03-16,Blue,split,2646,2688,Blue
Leon Edwards,2343,Gunnar Nelson,2790,2019-03-16,Red,split,2445,2890,Red
Darren Till,2348,Jorge Masvidal,3046,2019-03-16,Blue,knockout,2449,3147,Red
Anthony Rocco Martin,2154,Sergio Moraes,2305,2019-03-09,Red,unanimous,2256,2405,Red
Alex White,1765,Dan Moret,1099,2019-03-09,Red,unanimous,1866,1194,Red
Alex Morono,2294,Zak Ottow,1987,2019-03-09,Red,knockout,2395,2088,Red
Louis Smolka,2527,Matt Schnell,1580,2019-03-09,Blue,submission,2626,1683,Red
Maurice Greene,1372,Jeff Hughes,1000,2019-03-09,Red,split,1505,1069,Blue
Marion Reneau,1985,Yana Kunitskaya,1442,2019-03-09,Blue,unanimous,2085,1736,Blue
Grant Dawson,1000,Julian Erosa,878,2019-03-09,Red,unanimous,1201,912,Red
Tim Boetsch,3151,Omari Akhmedov,2502,2019-03-09,Blue,unanimous,3251,2604,Blue
Beneil Dariush,2925,Drew Dober,2037,2019-03-09,Red,submission,3026,2138,Red
Blagoy Ivanov,1101,Ben Rothwell,1970,2019-03-09,Red,unanimous,1501,2070,Blue
Tim Means,2922,Niko Price,2513,2019-03-09,Blue,knockout,3021,2616,Red
Elizeu Zaleski dos Santos,2316,Curtis Millender,2190,2019-03-09,Red,submission,2418,2173,Blue
Derrick Lewis,2947,Junior Dos Santos,2965,2019-03-09,Blue,knockout,3047,3067,Blue
Cody Stamann,2016,Alejandro Perez,2010,2019-03-02,Red,unanimous,2117,2111,Red
Polyana Viana,1397,Hannah Cifers,830,2019-03-02,Blue,split,1304,1221,Red
Gina Mazany,1250,Macy Chiasson,1372,2019-03-02,Blue,knockout,1231,1653,Blue
Edmen Shahbazyan,1376,Charles Byrd,1150,2019-03-02,Red,knockout,1593,1174,Red
Diego Sanchez,2582,Mickey Gall,1929,2019-03-02,Red,knockout,2683,2030,Blue
Misha Cirkunov,2347,Johnny Walker,1920,2019-03-02,Blue,knockout,2446,2354,Blue
Jeremy Stephens,3330,Zabit Magomedsharipov,1883,2019-03-02,Blue,unanimous,3430,1985,Blue
Cody Garbrandt,2735,Pedro Munhoz,2406,2019-03-02,Blue,knockout,2834,2509,Red
Tecia Torres,2178,Weili Zhang,1707,2019-03-02,Blue,unanimous,2278,1996,Blue
Robbie Lawler,2913,Ben Askren,1000,2019-03-02,Blue,submission,3012,1643,Blue
Tyron Woodley,3030,Kamaru Usman,2775,2019-03-02,Blue,unanimous,3130,2877,Red
Jon Jones,2950,Anthony Smith,2058,2019-03-02,Red,unanimous,3051,2159,Red
Daniel Teymur,970,Chris Fishgold,1100,2019-02-23,Blue,submission,955,1375,Blue
Damir Ismagulov,1252,Joel Alvarez,1000,2019-02-23,Red,unanimous,1410,1044,Red
Rustam Khabilov,2616,Diego Ferreira,2401,2019-02-23,Blue,unanimous,2716,2503,Red
Michel Prazeres,2291,Ismail Naurdiev,1000,2019-02-23,Blue,unanimous,2391,1402,Red
Damir Hadzovic,1853,Polo Reyes,1714,2019-02-23,Red,unknown,1954,1815,Red
Veronica Macedo,966,Gillian Robertson,1286,2019-02-23,Blue,submission,1018,1436,Blue
Stefan Struve,2747,Marcos Rogerio de Lima,2619,2019-02-23,Red,submission,2849,2719,Red
Dwight Grant,1099,Carlo Pedersoli,1499,2019-02-23,Red,unknown,1474,1417,Blue
John Dodson,2651,Petr Yan,2052,2019-02-23,Blue,unanimous,2751,2348,Blue
Liz Carmouche,1629,Lucie Pudilova,1470,2019-02-23,Red,unanimous,1730,1571,Red
Gian Villante,2631,Michal Oleksiejczuk,1000,2019-02-23,Blue,knockout,2730,1643,Blue
Jan Blachowicz,2549,Thiago Santos,2990,2019-02-23,Blue,knockout,2650,3091,Blue
Magomed Ankalaev,1420,Klidson Abreu,1000,2019-02-23,Red,unanimous,1537,1076,Red
